v_gene,d_gene,j_gene,cdr3_length,v_3p_del,d_5p_del,d_3p_del,j_5p_del,vd_insertion,dj_insertion,count
IGHV3-h*02,IGHD3-9*01,IGHJ1*01_F,69,1,3,9,0,10,9,1
IGHV3-h*01,IGHD6-13*01,IGHJ6*02_F,72,1,6,3,4,11,11,1
IGHV3-66*03,IGHD2-15*01,IGHJ6*02_F,75,0,5,0,0,2,4,1
IGHV4-61*02,IGHD3-10*01,IGHJ6*02_F,42,1,7,14,16,4,2,1
IGHV1-69*13,IGHD3/OR15-3b*01,IGHJ4*03_F,24,0,27,0,8,0,0,1
IGHV1-2*03,IGHD3-9*01,IGHJ4*02_F,51,1,4,2,6,5,0,1
IGHV3-h*02,IGHD3-10*01,IGHJ3*02_F,36,0,4,12,10,1,0,1
IGHV1-f*01,IGHD2-21*02,IGHJ4*02_F,42,0,9,13,0,10,0,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,2,7,5,6,12,6,1
IGHV4-59*10,IGHD3-3*01,IGHJ6*03_F,69,1,2,6,7,2,9,1
IGHV4-34*13,IGHD3-3*01,IGHJ6*03_F,69,1,1,8,14,10,9,4
IGHV1-NL1*91,IGHD2-8*02,IGHJ1*01_F,-1,8,0,12,21,16,11,1
IGHV7-4-1*91,IGHD3-10*01,IGHJ4*02_F,75,0,10,11,0,13,24,1
IGHV3-66*03,IGHD4-17*01,IGHJ1*01_F,57,0,3,3,3,14,4,1
IGHV3-30-3*02,IGHD1-26*01,IGHJ3*02_F,-1,110,0,7,12,15,13,1
IGHV4-34*13,IGHD5-12*01,IGHJ5*02_F,69,0,0,4,0,8,11,1
IGHV3-23*04,IGHD6-13*01,IGHJ6*03_F,75,1,7,0,1,5,15,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,36,0,9,10,4,0,0,1
IGHV1-69*13,IGHD5-24*01,IGHJ4*02_F,42,0,0,10,1,5,0,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ4*02_F,73,3,0,3,0,2,18,1
IGHV3-66*04,IGHD3-3*01,IGHJ4*02_F,69,3,3,1,0,12,5,1
IGHV3-h*02,IGHD3-10*01,IGHJ4*02_F,44,1,3,13,5,0,7,1
IGHV3-9*02,IGHD3-22*01,IGHJ6*03_F,45,3,1,17,17,7,0,1
IGHV3-23*03,IGHD6-19*01,IGHJ4*02_F,36,4,9,0,3,0,5,1
IGHV3-9*02,IGHD3-16*02,IGHJ4*02_F,45,3,12,1,8,1,1,1
IGHV4-b*02,IGHD2-2*03,IGHJ4*02_F,-1,39,4,3,4,17,12,1
IGHV3-20*01,IGHD4-17*01,IGHJ6*03_F,73,1,4,3,0,16,6,1
IGHV3-h*01,IGHD1-26*01,IGHJ4*02_F,-1,10,5,6,15,0,10,1
IGHV3-NL1*01,IGHD2-15*01,IGHJ4*02_F,36,0,11,6,11,5,0,1
IGHV3-9*02,IGHD3-16*02,IGHJ3*02_F,66,6,9,15,1,8,20,1
IGHV3-74*03,IGHD3-9*01,IGHJ6*03_F,66,0,6,10,7,7,8,1
IGHV3-53*01,IGHD5-5*01,IGHJ4*02_F,57,0,0,0,0,2,7,1
IGHV1-18*01,IGHD3-10*01,IGHJ4*02_F,51,0,1,13,0,6,0,1
IGHV3-66*03,IGHD3-3*02,IGHJ4*02_F,75,0,10,6,0,13,19,1
IGHV3-72*01,IGHD5-5*01,IGHJ4*02_F,36,0,2,9,5,4,0,1
IGHV3-NL1*01,IGHD3-3*01,IGHJ4*02_F,68,1,0,5,6,6,15,1
IGHV1-2*05,IGHD3-22*01,IGHJ3*02_F,-1,65,9,0,1,5,34,1
IGHV1/OR15-2*03,IGHD5-12*01,IGHJ6*02_F,75,0,8,4,10,13,18,1
IGHV3-NL1*01,IGHD2-21*02,IGHJ4*02_F,73,0,2,1,7,22,5,1
IGHV2-5*10,IGHD2-2*03,IGHJ5*02_F,-1,113,6,7,8,21,0,2
IGHV3-53*03,IGHD3-10*01,IGHJ6*02_F,57,1,7,13,11,5,10,1
IGHV3-66*03,IGHD3-16*02,IGHJ4*02_F,73,1,2,4,0,4,11,1
IGHV3-h*02,IGHD2-21*02,IGHJ6*02_F,75,0,0,0,4,6,2,1
IGHV3-9*02,IGHD2-2*03,IGHJ3*02_F,66,1,1,6,5,9,7,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ4*02_F,57,0,4,7,5,7,7,1
IGHV1/OR15-3*02,IGHD3-3*01,IGHJ2*01_F,69,1,7,4,7,11,13,3
IGHV3-23*04,IGHD6-13*01,IGHJ6*01_F,56,3,7,0,17,0,19,1
IGHV3-53*91,IGHD2-2*03,IGHJ4*02_F,59,0,4,3,10,8,11,1
IGHV3-h*02,IGHD6-13*01,IGHJ6*02_F,72,1,6,3,0,11,7,1
IGHV3-71*01,IGHD3-16*02,IGHJ4*02_F,73,2,4,6,11,21,10,1
IGHV1-c*01,IGHD6-6*01,IGHJ6*01_F,-1,0,0,15,20,1,0,1
IGHV4/OR15-8*03,IGHD2-15*01,IGHJ3*02_F,69,3,2,1,1,2,13,1
IGHV3-66*03,IGHD3-16*01,IGHJ6*02_F,75,0,18,3,6,9,13,1
IGHV7-4-1*91,IGHD3-10*01,IGHJ4*02_F,58,1,6,8,8,13,9,1
IGHV1-18*03,IGHD3-10*01,IGHJ4*02_F,-1,137,3,13,5,28,18,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ5*02_F,75,0,6,2,13,4,30,3
IGHV4-30-4*06,IGHD3-3*02,IGHJ4*02_F,39,0,7,15,5,2,5,1
IGHV1/OR15-2*03,IGHD2-15*01,IGHJ4*02_F,69,1,7,0,1,11,8,1
IGHV3-h*02,IGHD2-2*03,IGHJ4*02_F,69,0,1,3,6,13,7,3
IGHV4-34*13,IGHD3-10*01,IGHJ4*02_F,69,0,4,5,6,13,12,1
IGHV3-23*04,IGHD3-16*02,IGHJ6*03_F,36,1,17,13,18,0,5,1
IGHV3-53*03,IGHD5-12*01,IGHJ4*02_F,36,7,8,7,5,12,0,1
IGHV3-53*04,IGHD2-8*01,IGHJ6*02_F,72,1,0,0,17,13,3,1
IGHV3-9*02,IGHD3-3*01,IGHJ6*03_F,75,3,4,3,2,5,6,1
IGHV3-66*03,IGHD3-10*02,IGHJ6*02_F,75,0,10,3,1,9,7,1
IGHV3-30*15,IGHD6-13*01,IGHJ6*02_F,57,4,1,0,2,0,0,1
IGHV3-64*04,IGHD6-19*01,IGHJ4*02_F,57,1,7,0,4,2,18,1
IGHV3-9*02,IGHD2/OR15-2b*01,IGHJ6*03_F,-1,0,17,8,31,1,23,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ4*03_F,57,0,1,3,1,1,12,1
IGHV3-43*91,IGHD3-22*01,IGHJ4*02_F,69,9,6,5,0,25,3,1
IGHV4/OR15-8*03,IGHD2-2*02,IGHJ6*02_F,69,2,0,4,1,2,0,1
IGHV3-h*02,IGHD5/OR15-5b*01,IGHJ6*03_F,75,1,4,0,6,16,4,1
IGHV3-20*91,IGHD3-3*02,IGHJ6*03_F,75,1,11,3,6,15,7,1
IGHV1-8*02,IGHD1-26*01,IGHJ5*02_F,24,1,8,6,14,1,1,1
IGHV3-NL1*01,IGHD2-21*02,IGHJ6*02_F,89,0,3,6,8,12,23,1
IGHV6-1*02,IGHD1-7*01,IGHJ4*02_F,71,0,3,0,7,30,6,1
IGHV3-74*03,IGHD5-5*01,IGHJ4*02_F,36,0,6,4,6,2,2,3
IGHV3-NL1*01,IGHD3-22*01,IGHJ6*02_F,75,0,8,3,0,10,2,1
IGHV4-61*02,IGHD6-19*01,IGHJ4*02_F,42,0,9,3,2,0,7,1
IGHV4-30-4*06,IGHD3-16*02,IGHJ4*02_F,39,0,13,14,6,4,3,1
IGHV4-4*07,IGHD2-8*02,IGHJ5*02_F,42,0,1,16,5,2,0,1
IGHV3-23*04,IGHD3-22*01,IGHJ6*03_F,75,5,1,8,0,15,0,1
IGHV4/OR15-8*03,IGHD6-13*01,IGHJ4*02_F,-1,14,0,4,8,14,7,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*03_F,57,0,1,11,4,1,13,1
IGHV3-64*04,IGHD5-24*01,IGHJ4*02_F,36,0,0,13,1,2,0,1
IGHV3-23*04,IGHD1-26*01,IGHJ4*02_F,44,1,1,2,8,3,5,1
IGHV3-9*91,IGHD3-3*02,IGHJ4*02_F,36,0,10,14,2,1,0,1
IGHV3-64*04,IGHD1-26*01,IGHJ6*02_F,57,1,5,3,6,3,6,3
IGHV3-74*03,IGHD3-10*01,IGHJ5*02_F,36,2,10,13,5,4,0,1
IGHV6-1*02,IGHD6-13*01,IGHJ6*03_F,-1,20,7,3,1,21,16,1
IGHV3-h*02,IGHD5-24*01,IGHJ6*02_F,90,2,3,1,3,5,31,1
IGHV3-74*03,IGHD5/OR15-5b*01,IGHJ4*02_F,36,0,8,3,6,1,1,1
IGHV3-23*04,IGHD4-23*01,IGHJ4*02_F,36,1,1,8,5,4,0,1
IGHV3-49*05,IGHD4-23*01,IGHJ4*02_F,36,0,7,0,8,2,2,1
IGHV3-20*91,IGHD4-17*01,IGHJ4*02_F,36,3,4,3,8,7,3,1
IGHV3-64*04,IGHD4-23*01,IGHJ6*02_F,57,0,6,4,5,8,2,2
IGHV3-NL1*01,IGHD3-22*01,IGHJ6*02_F,-1,14,5,10,3,0,2,1
IGHV4-30-4*06,IGHD1-26*01,IGHJ4*02_F,42,1,6,4,4,4,5,1
IGHV3-53*02,IGHD3-10*01,IGHJ4*02_F,36,1,9,12,8,6,3,1
IGHV4-30-4*06,IGHD3-10*01,IGHJ4*02_F,42,0,7,14,0,0,4,2
IGHV3-23*04,IGHD2-2*03,IGHJ4*02_F,69,1,7,7,11,25,11,1
IGHV3-33*06,IGHD7-27*01,IGHJ4*02_F,36,0,2,0,8,4,3,1
IGHV3-h*02,IGHD3-10*01,IGHJ6*03_F,72,0,10,8,7,0,23,1
IGHV1-18*01,IGHD3-10*01,IGHJ4*02_F,51,0,10,5,1,8,0,1
IGHV3-20*91,IGHD2-15*01,IGHJ6*03_F,66,3,7,8,1,1,10,1
IGHV5-51*02,IGHD3-3*02,IGHJ4*03_F,-1,0,16,0,16,7,10,1
IGHV5-78*01,IGHD3-22*01,IGHJ6*02_F,75,0,1,6,5,9,6,1
IGHV1-46*02,IGHD6-19*01,IGHJ5*02_F,57,0,7,3,4,10,9,1
IGHV3-23*04,IGHD2-2*03,IGHJ6*02_F,73,7,1,1,3,11,0,1
IGHV1-8*91,IGHD3-10*01,IGHJ4*02_F,56,0,2,10,8,12,5,1
IGHV3-h*01,IGHD3-3*01,IGHJ6*03_F,75,1,1,13,9,8,17,1
IGHV3-h*01,IGHD3-16*02,IGHJ4*02_F,36,0,20,8,5,4,0,1
IGHV3-30-3*02,IGHD4-4*01,IGHJ6*02_F,75,0,0,0,0,2,14,1
IGHV3-16*02,IGHD3-10*01,IGHJ5*02_F,66,1,7,12,1,20,5,1
IGHV4-34*13,IGHD1-26*01,IGHJ4*02_F,45,0,1,2,12,7,5,2
IGHV7-4-1*91,IGHD6-13*01,IGHJ4*02_F,37,0,7,3,5,0,3,1
IGHV1-3*01,IGHD4-23*01,IGHJ5*02_F,42,1,7,1,0,0,1,1
IGHV4-59*91,IGHD3-10*01,IGHJ5*02_F,55,1,10,8,3,5,10,1
IGHV3-66*03,IGHD3-22*01,IGHJ6*02_F,66,0,3,0,5,0,0,1
IGHV3-23*03,IGHD2-15*01,IGHJ4*02_F,75,0,7,1,5,8,23,1
IGHV3-23*04,IGHD3-3*01,IGHJ4*03_F,-1,0,3,14,16,6,12,1
IGHV3-20*91,IGHD3-10*02,IGHJ4*02_F,36,3,12,7,8,7,1,1
IGHV3-9*91,IGHD7-27*01,IGHJ6*02_F,66,1,3,0,6,6,14,1
IGHV3-23*04,IGHD1-26*01,IGHJ6*02_F,73,1,5,2,3,19,2,1
IGHV4-34*13,IGHD3-3*01,IGHJ5*02_F,72,0,2,6,0,13,5,1
IGHV1-2*04,IGHD3-3*02,IGHJ4*02_F,57,1,10,9,1,18,3,1
IGHV3-53*01,IGHD3-9*01,IGHJ4*02_F,56,0,7,10,5,12,7,1
IGHV3-NL1*01,IGHD3-3*02,IGHJ5*02_F,73,0,9,3,0,0,23,1
IGHV3-23*04,IGHD3-10*02,IGHJ6*02_F,75,5,11,1,1,14,6,2
IGHV4/OR15-8*03,IGHD2-2*03,IGHJ6*03_F,-1,0,4,14,34,0,1,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,36,1,10,11,11,0,10,1
IGHV3-66*03,IGHD2-15*01,IGHJ6*02_F,75,2,4,1,5,9,4,1
IGHV3-73*02,IGHD5-12*01,IGHJ4*02_F,51,3,0,5,3,7,4,4
IGHV3-23*04,IGHD7-27*01,IGHJ4*02_F,45,0,3,0,0,9,0,1
IGHV3-23*04,IGHD3-3*02,IGHJ3*02_F,56,0,5,3,0,1,2,1
IGHV3-NL1*01,IGHD1-20*01,IGHJ5*02_F,57,2,7,0,4,9,13,1
IGHV3-23*04,IGHD6-6*01,IGHJ4*02_F,36,2,5,1,6,2,2,1
IGHV3-15*07,IGHD3-16*02,IGHJ5*02_F,42,0,15,12,7,2,6,1
IGHV3-23*04,IGHD3/OR15-3b*01,IGHJ4*03_F,-1,1,13,10,16,6,19,1
IGHV4-34*13,IGHD3-10*01,IGHJ4*02_F,69,2,1,6,0,9,10,2
IGHV3-h*02,IGHD3-10*01,IGHJ5*02_F,36,0,10,13,8,5,0,1
IGHV1/OR15-3*02,IGHD7-27*01,IGHJ6*03_F,72,1,0,0,0,18,1,1
IGHV7-4-1*92,IGHD3-3*02,IGHJ6*02_F,-1,0,16,6,31,6,10,1
IGHV3-NL1*01,IGHD3-16*02,IGHJ4*02_F,45,1,11,14,0,3,3,2
IGHV5-78*01,IGHD3/OR15-3b*01,IGHJ6*02_F,-1,77,11,10,37,5,24,1
IGHV3-h*02,IGHD3-16*02,IGHJ6*03_F,-1,13,13,8,10,29,7,1
IGHV1-69*13,IGHD3-9*01,IGHJ3*02_F,69,0,6,6,1,12,9,1
IGHV3-h*02,IGHD5-5*01,IGHJ5*02_F,66,0,0,0,3,13,5,1
IGHV3-64*04,IGHD3-10*01,IGHJ5*02_F,-1,1,2,1,19,3,14,1
IGHV3-h*02,IGHD3/OR15-3b*01,IGHJ6*02_F,75,0,11,8,0,20,0,1
IGHV3-23*04,IGHD3-16*02,IGHJ4*02_F,75,1,12,4,5,29,3,2
IGHV1-69*13,IGHD2-2*03,IGHJ4*03_F,24,0,16,9,14,4,0,1
IGHV4/OR15-8*03,IGHD6-6*01,IGHJ6*03_F,45,2,12,0,2,0,0,1
IGHV3-9*02,IGHD3-22*01,IGHJ4*02_F,69,0,6,0,4,10,8,1
IGHV3-23*04,IGHD5-24*01,IGHJ4*02_F,45,0,4,5,5,9,2,1
IGHV3-h*01,IGHD3-10*01,IGHJ6*02_F,-1,2,10,1,37,0,49,1
IGHV1-69*13,IGHD1-14*01,IGHJ4*02_F,48,0,7,4,0,0,14,1
IGHV3-NL1*01,IGHD3-10*02,IGHJ4*02_F,57,0,12,7,4,20,2,1
IGHV1-18*01,IGHD3-22*01,IGHJ4*02_F,48,0,0,8,12,3,6,1
IGHV3-9*02,IGHD6-25*01,IGHJ6*03_F,73,4,10,0,2,25,1,1
IGHV3-h*02,IGHD6-6*01,IGHJ4*02_F,36,1,5,1,6,1,2,1
IGHV3-23*04,IGHD2-15*01,IGHJ4*03_F,-1,0,4,6,16,0,11,1
IGHV3-11*04,IGHD5-5*01,IGHJ4*02_F,36,3,1,4,4,0,0,1
IGHV3-h*02,IGHD5-5*01,IGHJ5*02_F,66,0,0,0,13,13,15,1
IGHV3-h*02,IGHD2-2*03,IGHJ4*03_F,-1,0,6,4,16,0,11,1
IGHV3-23*04,IGHD3-16*02,IGHJ4*02_F,45,1,12,1,8,1,1,3
IGHV3-9*02,IGHD3-16*02,IGHJ6*03_F,44,5,17,3,15,0,2,1
IGHV3-9*02,IGHD6-13*01,IGHJ6*03_F,75,1,0,1,6,8,9,5
IGHV3-30*19,IGHD6-6*01,IGHJ1P*01_P,-1,1,14,0,14,2,0,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ5*02_F,69,0,2,4,11,23,1,1
IGHV3-NL1*01,IGHD3-3*01,IGHJ3*01_F,57,0,6,7,1,9,1,1
IGHV3-64*04,IGHD3-10*02,IGHJ4*02_F,45,0,18,0,6,1,10,2
IGHV3-h*02,IGHD3-16*02,IGHJ4*02_F,75,0,5,0,3,11,7,1
IGHV1/OR15-1*03,IGHD3-10*02,IGHJ3*02_F,-1,52,1,16,11,34,11,1
IGHV3-h*02,IGHD1/OR15-1b*01,IGHJ6*03_F,36,1,3,7,18,2,3,2
IGHV5-78*01,IGHD6-6*01,IGHJ6*03_F,-1,46,8,7,37,3,1,1
IGHV3-NL1*01,IGHD2-15*01,IGHJ6*02_F,57,0,15,0,4,0,2,1
IGHV4-b*02,IGHD1-14*01,IGHJ3*02_F,44,2,3,0,2,6,0,1
IGHV3-h*01,IGHD3-16*01,IGHJ3*02_F,36,0,29,4,0,1,1,1
IGHV4-61*06,IGHD2-2*03,IGHJ6*03_F,69,1,5,12,2,2,13,1
IGHV3-9*02,IGHD2-2*03,IGHJ3*02_F,75,0,1,6,1,8,12,1
IGHV3-74*03,IGHD3-10*01,IGHJ4*02_F,36,1,9,11,5,3,0,1
IGHV3-23*04,IGHD5-24*01,IGHJ5*02_F,45,2,7,0,2,2,3,1
IGHV5-a*02,IGHD5-5*01,IGHJ3*01_F,45,2,0,0,13,7,3,1
IGHV3-h*01,IGHD5-24*01,IGHJ4*02_F,36,0,3,10,4,5,0,1
IGHV3-h*01,IGHD3-10*01,IGHJ6*02_F,72,0,5,6,11,9,11,1
IGHV5-51*02,IGHD6-6*01,IGHJ4*02_F,54,1,0,0,5,14,0,1
IGHV5-51*02,IGHD6-19*01,IGHJ5*02_F,-1,1,12,1,28,2,24,1
IGHV1/OR15-3*02,IGHD3-10*01,IGHJ4*02_F,75,0,1,0,2,7,12,2
IGHV4-61*06,IGHD6-6*01,IGHJ4*02_F,-1,5,8,7,16,0,0,5
IGHV3-30*05,IGHD3-22*01,IGHJ5*02_F,-1,22,0,5,4,12,13,1
IGHV3-h*01,IGHD3-10*01,IGHJ4*02_F,75,0,0,4,0,6,14,1
IGHV1/OR15-3*02,IGHD3-10*02,IGHJ4*02_F,51,1,11,5,0,10,0,1
IGHV3-64*04,IGHD3-3*01,IGHJ4*02_F,57,0,2,6,7,8,5,1
IGHV3-h*01,IGHD2-15*01,IGHJ6*02_F,-1,1,13,0,31,16,27,1
IGHV3-30*05,IGHD3-16*02,IGHJ1*01_F,73,1,6,5,3,15,4,1
IGHV3-9*91,IGHD3-10*01,IGHJ4*02_F,-1,21,8,6,8,14,4,1
IGHV3-h*02,IGHD6-19*01,IGHJ6*02_F,72,4,2,4,3,12,9,1
IGHV3-h*02,IGHD5-12*01,IGHJ6*02_F,73,5,0,7,1,20,0,1
IGHV3-64*04,IGHD3-10*01,IGHJ6*02_F,66,0,9,4,12,17,0,1
IGHV1-46*03,IGHD6-25*01,IGHJ4*02_F,-1,99,0,10,11,4,17,1
IGHV5-a*02,IGHD3-10*01,IGHJ4*02_F,45,2,6,12,4,7,3,1
IGHV1-18*01,IGHD3-22*01,IGHJ6*03_F,75,2,0,3,3,5,4,1
IGHV4-30-4*06,IGHD3/OR15-3b*01,IGHJ4*02_F,-1,1,1,14,23,2,22,1
IGHV5-51*03,IGHD6-6*01,IGHJ4*03_F,-1,2,0,1,16,7,12,1
IGHV3-33*05,IGHD3-10*01,IGHJ4*02_F,48,0,0,11,5,3,2,1
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,45,4,4,2,0,3,3,2
IGHV3-43*91,IGHD6-19*01,IGHJ6*02_F,75,0,4,1,0,3,11,1
IGHV3-53*91,IGHD3-3*02,IGHJ4*02_F,-1,23,12,6,16,1,16,1
IGHV1-3*01,IGHD6-13*01,IGHJ5*02_F,-1,17,7,2,4,9,13,1
IGHV3-64*04,IGHD3-9*01,IGHJ4*02_F,57,0,9,6,0,6,7,1
IGHV3-23*04,IGHD1-7*01,IGHJ4*02_F,45,0,5,0,4,6,3,1
IGHV1-69*13,IGHD3-10*01,IGHJ4*02_F,75,0,3,0,4,12,11,1
IGHV1-46*03,IGHD1-7*01,IGHJ4*02_F,39,6,5,2,2,9,0,1
IGHV3-23*03,IGHD3-10*02,IGHJ4*02_F,44,0,9,10,2,7,2,1
IGHV1-2*03,IGHD3-10*01,IGHJ4*02_F,-1,10,10,13,11,3,7,2
IGHV3-11*04,IGHD1/OR15-1b*01,IGHJ5*02_F,37,3,10,2,0,3,1,1
IGHV1-8*91,IGHD5/OR15-5b*01,IGHJ4*02_F,63,2,1,3,0,16,2,1
IGHV3-NL1*01,IGHD7-27*01,IGHJ4*02_F,36,0,2,1,8,4,4,1
IGHV5-51*04,IGHD1-14*01,IGHJ2*01_F,42,0,7,4,1,5,1,1
IGHV3-9*02,IGHD3-10*01,IGHJ4*02_F,75,2,8,12,4,9,31,1
IGHV4/OR15-8*03,IGHD3-22*01,IGHJ6*03_F,87,0,5,6,5,14,15,1
IGHV4-34*11,IGHD2-2*03,IGHJ1*01_F,-1,15,8,5,1,37,0,1
IGHV3-h*02,IGHD5/OR15-5b*01,IGHJ6*02_F,73,2,0,3,1,13,0,1
IGHV3-49*05,IGHD3-16*01,IGHJ4*02_F,66,0,17,8,5,9,22,1
IGHV3-23*03,IGHD3-10*01,IGHJ4*03_F,45,3,10,10,1,9,3,1
IGHV3-9*02,IGHD3-16*02,IGHJ6*03_F,74,4,12,15,2,19,6,1
IGHV3/OR16-6*02,IGHD3-10*01,IGHJ4*02_F,-1,18,0,7,7,29,17,1
IGHV3-64*04,IGHD3/OR15-3b*01,IGHJ4*02_F,38,2,3,22,4,10,0,1
IGHV3-53*04,IGHD2-21*01,IGHJ6*03_F,62,0,8,1,15,13,2,1
IGHV4-28*03,IGHD3-22*01,IGHJ4*02_F,69,1,1,1,4,8,9,1
IGHV3-74*03,IGHD5-12*01,IGHJ4*03_F,-1,0,0,5,16,5,9,1
IGHV4-30-2*91,IGHD2-15*01,IGHJ5*02_F,69,1,0,5,0,1,12,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ4*02_F,56,0,2,3,5,2,15,2
IGHV3-66*03,IGHD2-15*01,IGHJ5*02_F,73,3,13,0,1,28,0,1
IGHV2-70*12,IGHD3-10*01,IGHJ5*02_F,57,1,4,11,4,6,7,1
IGHV1/OR15-4*01,IGHD5-24*01,IGHJ6*03_F,75,0,4,3,13,23,11,1
IGHV3-64*04,IGHD3-3*01,IGHJ4*02_F,69,0,4,3,4,13,8,1
IGHV4-59*03,IGHD3-10*02,IGHJ3*02_F,45,0,11,5,4,4,6,1
IGHV3-71*01,IGHD3-3*01,IGHJ6*03_F,72,0,6,5,7,6,10,1
IGHV3-71*01,IGHD3-9*01,IGHJ4*02_F,72,0,1,10,1,10,15,1
IGHV3-23*04,IGHD4-17*01,IGHJ6*02_F,75,0,1,1,4,15,7,3
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,75,0,1,7,5,13,16,2
IGHV3-71*01,IGHD2-2*02,IGHJ6*03_F,75,0,2,2,8,5,8,1
IGHV3-11*01,IGHD3-10*01,IGHJ1*01_F,-1,8,7,10,19,12,5,1
IGHV3-66*03,IGHD2-21*02,IGHJ6*02_F,73,1,1,3,1,8,0,2
IGHV3-23*04,IGHD2/OR15-2b*01,IGHJ4*02_F,57,0,7,3,2,10,0,1
IGHV1-18*01,IGHD5-24*01,IGHJ4*02_F,42,0,0,9,11,8,6,1
IGHV4/OR15-8*03,IGHD3-3*02,IGHJ6*03_F,48,3,16,7,8,0,8,1
IGHV3-15*07,IGHD3-16*02,IGHJ3*02_F,-1,0,11,19,18,4,15,1
IGHV3/OR16-15*02,IGHD7-27*01,IGHJ5*02_F,-1,90,6,0,3,0,15,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*02_F,73,0,1,6,5,5,6,1
IGHV3-49*05,IGHD1-26*01,IGHJ4*02_F,36,0,8,5,7,7,1,1
IGHV3-9*91,IGHD2-8*02,IGHJ2*01_F,72,2,0,7,0,9,6,1
IGHV3-71*03,IGHD3-22*01,IGHJ2P*01_P,-1,23,1,11,2,5,11,1
IGHV1-8*91,IGHD5-12*01,IGHJ4*02_F,44,2,8,4,3,9,1,1
IGHV3-53*91,IGHD3-10*01,IGHJ4*02_F,60,3,0,11,0,12,5,1
IGHV3-23*03,IGHD6-19*01,IGHJ4*02_F,45,0,7,3,5,9,4,1
IGHV3-49*05,IGHD3-3*01,IGHJ4*02_F,66,0,1,0,8,10,6,1
IGHV3/OR15-7*05,IGHD3-3*02,IGHJ5*02_F,-1,39,10,6,5,9,35,1
IGHV3-49*05,IGHD3-22*01,IGHJ1*01_F,75,0,1,0,4,7,10,1
IGHV4-59*10,IGHD6-19*01,IGHJ4*02_F,48,1,12,0,0,1,11,1
IGHV3-h*02,IGHD1-14*01,IGHJ3*02_F,33,1,13,0,2,2,0,1
IGHV3-64*04,IGHD4-17*01,IGHJ6*02_F,57,0,3,3,2,6,0,2
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02_F,75,0,5,6,14,14,12,1
IGHV1/OR15-3*02,IGHD4-17*01,IGHJ6*02_F,81,0,0,1,1,15,9,1
IGHV3-23*04,IGHD2-2*02,IGHJ4*02_F,57,0,2,2,5,7,0,1
IGHV3-64*04,IGHD4-23*01,IGHJ3*02_F,56,0,6,2,4,11,8,1
IGHV3-h*01,IGHD3-10*01,IGHJ4*02_F,36,7,1,11,6,2,0,1
IGHV4/OR15-8*03,IGHD4-17*01,IGHJ4*02_F,-1,1,4,0,23,7,21,1
IGHV3-23*04,IGHD3-3*01,IGHJ6*03_F,72,0,6,3,8,6,9,1
IGHV3-23*04,IGHD3-10*01,IGHJ1*01_F,57,2,6,4,3,9,0,1
IGHV3-23*04,IGHD3-16*02,IGHJ6*03_F,57,2,17,8,7,0,11,1
IGHV1-69*13,IGHD3/OR15-3b*01,IGHJ6*04_F,42,6,13,11,6,4,0,2
IGHV3-11*04,IGHD6-19*01,IGHJ4*02_F,42,0,5,0,7,5,0,1
IGHV3-h*02,IGHD5-12*01,IGHJ4*02_F,42,0,0,8,8,5,2,1
IGHV4-61*03,IGHD2-21*01,IGHJ4*03_F,-1,1,10,9,16,12,12,1
IGHV3-71*01,IGHD5-24*01,IGHJ3*02_F,72,0,1,4,2,24,5,1
IGHV3-h*02,IGHD3-16*02,IGHJ6*02_F,75,0,6,7,1,9,0,1
IGHV3-49*05,IGHD2-2*02,IGHJ6*03_F,73,0,0,0,12,8,3,2
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,69,1,0,3,0,7,7,3
IGHV5-78*01,IGHD3-10*01,IGHJ6*03_F,-1,81,4,11,37,5,20,1
IGHV3-30*15,IGHD3-3*02,IGHJ4*02_F,57,0,9,4,5,5,11,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02_F,75,0,0,6,4,6,5,1
IGHV4-30-2*01,IGHD7-27*01,IGHJ6*01_F,44,1,6,1,11,0,9,1
IGHV5-51*02,IGHD5/OR15-5b*01,IGHJ4*02_F,-1,0,4,1,23,0,21,1
IGHV3-h*01,IGHD5-5*01,IGHJ6*02_F,73,1,0,5,0,12,4,1
IGHV3-23*04,IGHD4-17*01,IGHJ4*02_F,44,0,7,0,5,11,1,1
IGHV4-30-2*91,IGHD3-10*01,IGHJ4*02_F,69,1,1,1,2,8,7,1
IGHV3-33*03,IGHD5-5*01,IGHJ4*02_F,42,1,3,0,4,2,0,1
